text,author
" monsieur my nephew; you will drive them wild.""""Stop a bit, stop a bit, dear aunt!"" said the king, smiling; ""for thesecond part of my sentence will serve as a corrective to the first.Well, my dear aunt, some of them appear old and others ugly, thanks totheir ten-year-old fashions.""""But, sire, Blois is only five days’ journey from Paris.""""Yes, that is it,"" said the king: ""two years behind for each day.""""Indeed! do you really think so? Well, that is strange! It never struckme.""""Now, look, aunt,"" said Louis XIV., drawing still nearer to Mazarin,under the pretext of gaining a better point of vie",Dumas
" what had become of your mother?”“I learned that she had been assassinated by my relation, aided by fourfriends, but I was already aware that I had been robbed of my wealth anddegraded from my nobility by King Charles I.”“Oh! I now understand why you are in the service of Cromwell; you hatethe king.”“Yes, my lord, I hate him!” said the young man.Mazarin marked with surprise the diabolical expression with which theyoung man uttered these words. Just as, ordinarily, faces are colored byblood, his face seemed dyed by hatred and became livid.“Your history is a terrible one, Mr. Mordaunt, and ",Dumas
" sight.”“Just ask him where his countess is.”“What for?”“Just ask.”“M. le Comte,” said Henri, “what have you done with Madame deMonsoreau? I do not see her here.”The count started, but replied, “Sire, she is ill, the air ofParis did not agree with her; so having obtained leave from thequeen, she set out last night, with her father, for Méridor.”“Paris is not good for women in her situation,” said Chicot.Monsoreau grew pale and looked furiously at him.“This poor countess!” continued Chicot, “she will die of ennuiby the way.”“I said that she traveled with her father.”“A father is very respectab",Dumas
" way you came!”“But where and when shall I see you again?” cried d’Artagnan.“A note which you will find at home will tell you. Begone, begone!”At these words she opened the door of the corridor, and pushedd’Artagnan out of the room. D’Artagnan obeyed like a child, without theleast resistance or objection, which proved that he was really in love.23 THE RENDEZVOUSD’Artagnan ran home immediately, and although it was three o’clock inthe morning and he had some of the worst quarters of Paris to traverse,he met with no misadventure. Everyone knows that drunkards and lovershave a protecting deity.He",Dumas
" would have killed or cured me.But no; she prefers letting me love her hopelessly; but she hasgained nothing by it, for I no longer love her, I despise her.”And he went away with rage in his heart.“I am mad,” thought he, “to torment myself about a person whodisdains me. But why does she disdain me, or for whom? Not,surely, for that long, livid-looking skeleton, who, always byher side, covers her incessantly with his jealous glances. IfI wished it, in a quarter of an hour I could hold him mute andcold under my knee with ten inches of steel in his heart, andif I cannot be loved, I could at le",Dumas
" serve your majesty to better advantage.”“How can your moving serve me?”“Do you happen to know where the two rooms destined for De Guiche aresituated?”“Yes.”“Well, your majesty now knows where I am going.”“Very likely; but that does not help me.”“What! is it possible that you do not understand, sire, that aboveDe Guiche’s lodgings are two rooms, one of which is MademoiselleMontalais’s, and the other--”“La Valliere’s, is it not so, Saint-Aignan? Oh! yes, yes. It is abrilliant idea, Saint-Aignan, a true friend’s idea, a poet’s idea. Bybringing me nearer her from whom the world seems to unite t",Dumas
" and was for two hundred pistoles. “What!” thought he, afterhaving politely thanked M. Brienne’s clerk, “M. Fouquet is to pay forthe journey, then! _Mordioux!_ that is a bit of pure Louis XI. Why wasnot this order on the chest of M. Colbert? He would have paid it withsuch joy.” And D’Artagnan, faithful to his principle of never lettingan order at sight get cold, went straight to the house of M. Fouquet, toreceive his two hundred pistoles.Chapter XXXV. The Last Supper.The superintendent had no doubt received advice of the approachingdeparture, for he was giving a farewell dinner to his frien",Dumas
" Monsieur, finding no one near him, inquired where thechevalier was. He was told that no one knew.De Guiche, after having spent the morning in selecting embroideries andfringes with Madame, went to console the prince. But after dinner,as there were some amethysts to be looked at, De Guiche returned toMadame’s cabinet. Monsieur was left quite to himself during the timedevoted to dressing and decorating himself; he felt that he was the mostmiserable of men, and again inquired whether there was any news of thechevalier, in reply to which he was told that no one could tellwhere the chevalier w",Dumas
" “The cause of the duel was a lady belonging to my brother’shousehold, do you say?”“Or to Madame’s.”“Ah! to Madame’s?”“Yes, sire.”“Well--and this lady?”“Is one of the maids of honor of her royal highness Madame la Duchessed’Orleans.”“For whom M. de Guiche fought--do you say?”“Yes, sire, and, this time, I tell no falsehood.”Louis seemed restless and anxious. “Gentlemen,” he said, turning towardsthe spectators of this scene, “will you have the goodness to retire fora moment. I wish to be alone with M. de Manicamp; I know he has someimportant communication to make for his own justificat",Dumas
" is commodious,and not much like a prison; stay here. You will have good company--atleast, outside the door, for this night these four gentlemenwill guard you; to-morrow they will be relieved by a guard ofSwiss.”“But, my friends--cannot I see them?”“Who do you call your friends?”“M. de Monsoreau, M. de Ribeirac, M. Antragues, and M. de Bussy.”“Oh, yes, he, of course.”“Has he had the misfortune to displease your majesty?”“Yes.”“When, sire?”“Always, but particularly to-night.”“To-night! what did he do?”“Insulted me in the streets of Paris.”“You?”“My followers, which is the same thing.”“Bussy",Dumas
" I don’t know where.”“In the king’s apartment, perhaps?”“Of course, if it were in the king’s apartment, I should tell you, Isuppose.”“In whose room, then?”“I have told you for the last hour that I know nothing of the wholeaffair.”“But the painter, then? the portrait--”“It seems that the king wished to have the portrait of one of the ladiesbelonging to the court.”“La Valliere?”“Why, you seem to have only that name in your mouth. Who spoke to you ofLa Valliere?”“If it be not her portrait, then, why do you suppose it would concernme?”“I do not suppose it will concern you. But you ask me all s",Dumas
" Newcastle; that you knew it and I was not informed of it; thatthe enemy have left the town and are now closing the passages of theTyne against us; that our sentinels have seen this movement and I havebeen left unacquainted with it; that, by an infamous treaty you havesold me for two hundred thousand pounds to Parliament. Of this treaty,at least, I have been warned. This is the matter, gentlemen; answer andexculpate yourselves, for I stand here to accuse you.”“Sire,” said Lord Leven, with hesitation, “sire, your majesty has beendeceived by false reports.”“My own eyes have seen the en",Dumas
" that I couldnot sell them for more than nine hundred livres. He accused me of usury.I begged him to repeat that word to me behind the boulevards. He was anold guard, and he came: and I passed your sword through his left thigh.""""Tu dieu! what a pretty sort of banker you make!"" said D’Artagnan.""For above thirteen per cent I fight,"" replied Planchet; ""that is mycharacter.""""Take only twelve,"" said D’Artagnan, ""and call the rest premium andbrokerage.""""You are right, monsieur; but to your business.""""Ah! Planchet, it is very long and very hard to speak.""""Do speak it, nevertheless.""D’Artagnan twisted",Dumas
" threatening to no purpose.”“I have not yet finished, M. de Wardes, and you must listen to me stillfurther.” The circle of listeners, full of eager curiosity, drew closer.“You spoke just now of the honor of a woman, and of the honor ofyour father. We were glad to hear you speak in that manner; for it ispleasing to think that such a sentiment of delicacy and rectitude, andwhich did not exist, it seems, in _our_ minds, lives in our children;and it is delightful, too, to see a young man, at an age when men fromhabit become the destroyers of the honor of women, respect and defendit.”De Wardes ",Dumas
" to drown me?”These cries had something so heartrending in them that M. d’Artagnan,who had been at first the most eager in pursuit of Milady, sat down onthe stump of a tree and hung his head, covering his ears with the palmsof his hands; and yet, notwithstanding, he could still hear her cry andthreaten.D’Artagnan was the youngest of all these men. His heart failed him.“Oh, I cannot behold this frightful spectacle!” said he. “I cannotconsent that this woman should die thus!”Milady heard these few words and caught at a shadow of hope.“d’Artagnan, d’Artagnan!” cried she; “remember that I loved",Dumas
" and shone upon Montalais,standing on Madame’s extreme left, with all the fire of his eyes andsplendor of his velvet. Madame was conversing with Mademoisellede Chatillon and Mademoiselle de Crequy, who were next to her, andaddressed a few words to Monsieur, who drew aside as soon as the kingwas announced. Mademoiselle de la Valliere, like Montalais, was onMadame’s left hand, and the last but one on the line, Mademoiselle deTonnay-Charente being on her right. She was stationed as certain bodiesof troops are, whose weakness is suspected, and who are placed betweentwo experienced regiments. ",Dumas
" as that of the mendicant,whom he found lying on a kind of truckle bed. He rose on the entrance ofthe coadjutor, and at that moment ten o’clock struck.“Well,” said Gondy, “have you kept your word with me?”“Not exactly,” replied the mendicant.“How is that?”“You asked me for five hundred men, did you not? Well, I have tenthousand for you.”“You are not boasting?”“Do you wish for a proof?”“Yes.”There were three candles alight, each of which burnt before a window,one looking upon the city, the other upon the Palais Royal, and a thirdupon the Rue Saint Denis.The man went silently to each of the ca",Dumas
" infamous hands. But I will answer for these twowords being delivered to their address.”“Oh, my God! I must then place my life, my honor, my reputation, in yourhands?”“Yes, yes, madame, you must; and I will save them all.”“But how? Tell me at least the means.”“My husband had been at liberty these two or three days. I have not yethad time to see him again. He is a worthy, honest man who entertainsneither love nor hatred for anybody. He will do anything I wish. He willset out upon receiving an order from me, without knowing what hecarries, and he will carry your Majesty’s letter, without even kn",Dumas
" but D’Artagnan did not pay the leastattention to the airs which the illustrious tailor began to assume.“My dear M. Percerin,” he continued, “I bring you a customer.”“Ah! ah!” exclaimed Percerin, crossly.“M. le Baron du Vallon de Bracieux de Pierrefonds,” continuedD’Artagnan. Percerin attempted a bow, which found no favor in the eyesof the terrible Porthos, who, from his first entry into the room, hadbeen regarding the tailor askance.“A very good friend of mine,” concluded D’Artagnan.“I will attend to monsieur,” said Percerin, “but later.”“Later? but when?”“When I have time.”“You have al",Dumas
" French woman.“Yes,” replied the queen. Madame de Motteville bowed in submission, andwas about to withdraw, when suddenly an old female attendant, dressedas if she had belonged to the Spanish court of the year 1620, openedthe door, and surprised the queen in her tears. “The remedy!” she cried,delightedly, to the queen, as she unceremoniously approached the group.“What remedy?” said Anne of Austria.“For your majesty’s sufferings,” the former replied.“Who brings it?” asked Madame de Motteville, eagerly; “Monsieur Valot?”“No; a lady from Flanders.”“From Flanders? Is she Spanish?” inquired the ",Dumas
" Michel Bonacieux, that hewas fifty-one years old, a retired mercer, and lived Rue des Fossoyeurs,No. 14.The commissary then, instead of continuing to interrogate him, made hima long speech upon the danger there is for an obscure citizen to meddlewith public matters. He complicated this exordium by an exposition inwhich he painted the power and the deeds of the cardinal, thatincomparable minister, that conqueror of past ministers, that examplefor ministers to come--deeds and power which none could thwart withimpunity.After this second part of his discourse, fixing his hawk’s eye upon poorBona",Dumas
" no, I hope, before to-morrow, grace will have touched youas it has me. Good night, I will pray for you.”CHAPTER VIII.HOW THE KING WAS AFRAID OF BEING AFRAID.When the king left St. Luc, he found the court, according tohis orders, in the great gallery. Then he gave D’O, D’Epernonand Schomberg an order to retire into the provinces, threatenedQuelus and Maugiron to punish them if they quarreled anymorewith Bussy, to whom he gave his hand to kiss, and then embracedhis brother François.As for the queen, he was prodigal in politeness to her.When the usual time for retiring approached, the k",Dumas
" who is it?” said Porthos.“He--he--is----” murmured Grimaud, pale as a ghost and seizing hismaster’s hand.“Who? He?” asked Athos.“Mordaunt,” replied Grimaud.D’Artagnan, Porthos and Aramis uttered a cry of joy.Athos stepped back and passed his hand across his brow.“Fatality!” he muttered.68. Cromwell’s House.It was, in fact, Mordaunt whom D’Artagnan had followed, without knowingit. On entering the house he had taken off his mask and imitation beard,then, mounting a staircase, had opened a door, and in a room lighted bya single lamp found himself face to face with a man seated behind adesk.T",Dumas
" it so!” said she. “Perhaps, when all is considered, you areright. In the long run, a man knows more about politics than a woman,particularly such as, like you, Monsieur Bonacieux, have conversed withthe cardinal. And yet it is very hard,” added she, “that a man uponwhose affection I thought I might depend, treats me thus unkindly andwill not comply with any of my fancies.”“That is because your fancies go too far,” replied the triumphantBonacieux, “and I mistrust them.”“Well, I will give it up, then,” said the young woman, sighing. “It iswell as it is; say no more about it.”“At least you sho",Dumas
" The king--I wantthe king.""Parry did not think it his duty to resist any longer; he knew D’Artagnanof old; he knew that, although a Gascon, his words never promised morethan they could stand to. He crossed a court and a little garden,appeased the dog, that seemed most anxious to taste of the musketeer’sflesh, and went to knock at the window of a chamber forming theground-floor of a little pavilion. Immediately a little dog inhabitingthat chamber replied to the great dog inhabiting the court.""Poor king!"" said D’Artagnan to himself, ""these are his body-guards. Itis true he is not the worse ",Dumas
" as ever, a faithful servant; let us continueour supper, gentlemen.”Monsoreau sat down with them, but gloomy and preoccupied. Hestill seemed to see the two figures among the trees, and to hearthe cry of Diana.“You are overcome with weariness,” said the prince to him, “really,you had better go to bed.”“Yes,” said Livarot, “or he will go to sleep in his chair.”“Pardon, monseigneur, I am tired out.”“Get tipsy,” said Antragues; “there is nothing so good when youare tired. To your health, count!”“You must give us some good hunts,” said Ribeirac, “you know thecountry.”“You have horses and woods here",Dumas
" the pistolsfrom the saddle he had quit to the one he was about to fill, but hefound the holsters furnished with similar pistols.“Your address at Paris?”“Hotel of the Guards, company of Dessessart.”“Enough,” replied the questioner.“Which route must I take?” demanded d’Artagnan, in his turn.“That of Rouen; but you will leave the city on your right. You must stopat the little village of Eccuis, in which there is but one tavern--theShield of France. Don’t condemn it from appearances; you will find ahorse in the stables quite as good as this.”“The same password?”“Exactly.”“Adieu, master!”“A good ",Dumas
" feeling the king’s desire drew himback, he returned.""Has your majesty told me all?"" asked he, in a tone we cannot describe,but which, without appearing to solicit the royal confidence, containedso much persuasive frankness, that the king immediately replied:""Yes; but draw near, monsieur.""""Now then,"" murmured the officer, ""he is coming to it at last.""""Listen to me.""""I shall not lose a word, sire.""""You will mount on horseback to-morrow, at about half-past four in themorning, and you will have a horse saddled for me.""""From your majesty’s stables?""""No; one of your musketeers’ horses.""""Ver",Dumas
" continued:--“Iam now dealing with a matter which cannot be settled by means of thesword. I discuss it before men of honor, all of whom have more than oncehad their swords in their hands in affairs of honor. I selected themexpressly. These gentlemen well know that every secret for which menfight ceases to be a secret. I again put my question to M. de Wardes.What was the subject of conversation when you offended this young man,in offending his father and mother at the same time?”“It seems to me,” returned De Wardes, “that liberty of speech isallowed, when it is supported by every means which a",Dumas
" did so; my anxiety was stronger than my prudence. The doctorexamined your wound and answered for your life.”“All that remained in my mind,” said Bussy, “like a dream, andyet something told me,” added he, laying his hand upon his heart,“that it was real.”“When the surgeon had dressed your wound, he drew from his pocketa little bottle containing a red liquor, of which he put somedrops on your lips. He told me it was to counteract the fever andproduce sleep, and said that the only thing then was to keep youquiet. Gertrude then bandaged his eyes again, and took him backto the Rue Beautrelli",Dumas
" and left him at liberty toretreat. Then, disguised in the clothes of the Marquis d’O----, he hadleft the hotel, stumbling over the bodies of an officer and two guardswho had been killed whilst defending the street door.During the recital Mazarin entered and glided noiselessly up to thequeen to listen.“Well,” said the queen, when the chancellor had finished speaking; “whatdo you think of it all?”“I think that matters look very gloomy, madame.”“But what step would you propose to me?”“I could propose one to your majesty, but I dare not.”“You may, you may, sir,” said the queen with a bitte",Dumas
" waters, on the bosom of which black swans majesticallyfloated, and the graceful water-fowl, with their tender broods coveredwith silken down, darted restlessly in every direction, in pursuitof the insects among the reeds, or the fogs in their mossy retreats.Perhaps it might have been the enormous hollies, with their dark andtender green foliage; or the bridges uniting the banks of the canals intheir embrace; or the fawns browsing in the endless avenues of the park;or the innumerable birds that hopped about the gardens, or flew frombranch to branch, amidst the emerald foliage.",Dumas
" The particulars of my property will befound--they are drawn up--at the first requisition of his majesty, or atthe last sigh of his most devoted servant,""JULES, Cardinal de Mazarin.""The cardinal sighed heavily as he signed this; Colbert sealed thepacket, and carried it immediately to the Louvre, whither the king hadreturned.He then went back to his own home, rubbing his hands with the confidenceof workman who has done a good day’s work.Chapter XLVII. How Anne of Austria gave one Piece of Advice to LouisXIV.The news of the extreme illness of the cardinal had already spread, andattracted at",Dumas
" good way he would havebeen out long ago.”“Come, come; not such a fool as I fancied!” thought Mazarin.“Besides, my lord must remember that Monsieur de Chavigny is governor ofVincennes,” continued La Ramee, “and that Monsieur de Chavigny is notfriendly to Monsieur de Beaufort.”“Yes, but Monsieur de Chavigny is sometimes absent.”“When he is absent I am there.”“But when you leave him, for instance?”“Oh! when I leave him, I place in my stead a bold fellow who aspires tobe his majesty’s special guard. I promise you he keeps a good watch overthe prisoner. During the three weeks that he has been with",Dumas
" from all that affection and respect towards you,which I made my son swear to observe in the vaults of Saint-Denis, inthe presence of the relics of your noble forefathers. You are now becomeour enemy, sire, and henceforth we have nothing to do save with Heavenalone, our sole master. Be warned, be warned, sire.’”“What! do you threaten?”“Oh, no,” said Athos, sadly, “I have as little bravado as fear in mysoul. The God of whom I spoke to you is now listening to me; He knowsthat for the safety and honor of your crown I would even yet shed everydrop of blood twenty years of civil and foreign warfa",Dumas
" still forward!” said he. “When it is time, God will tell me,as he foretold the others.”He touched the earth, moistened with the evening dew, with the endsof his fingers, signed himself as if he had been at the _benitier_ inchurch, and retook alone--ever alone--the road to Paris.Epilogue.Four years after the scene we have just described, two horsemen, wellmounted, traversed Blois early in the morning, for the purpose ofarranging a hawking party the king had arranged to make in that unevenplain the Loire divides in two, which borders on the one side Meung, onthe other Amboise. These wer",Dumas
" his two friends waited for him. As soon as he came towards them,Porthos and Aramis observed an officer who followed D’Artagnan, treadingapparently in his very steps. The captain stopped upon the stairs of themole, when half-way up. His companions imitated him.“Make your men draw back,” cried D’Artagnan to Porthos and Aramis; “letthem retire out of hearing.” This order, given by Porthos, was executedimmediately. Then D’Artagnan, turning towards him who followed him:“Monsieur,” said he, “we are no longer on board the king’s fleet, where,in virtue of your order, you spoke so arrogantly to me, ",Dumas
" table and ate.Then, as she had done the evening before, she fell on her knees andrepeated her prayers aloud. As on the evening before, the soldierstopped his march to listen to her.Soon after she heard lighter steps than those of the sentinel, whichcame from the end of the corridor and stopped before her door.“It is he,” said she. And she began the same religious chant which hadso strongly excited Felton the evening before.But although her voice--sweet, full, and sonorous--vibrated asharmoniously and as affectingly as ever, the door remained shut. Itappeared however to Milady that in one of",Dumas
" quickly understood whence such anexact description had come.“I took then, in conformity with the orders of the authorities, who sentme a reinforcement of six men, such measures as I thought necessary toget possession of the persons of the pretended coiners.”“Again!” said d’Artagnan, whose ears chafed terribly under therepetition of this word COINERs.“Pardon me, monseigneur, for saying such things, but they form myexcuse. The authorities had terrified me, and you know that an innkeepermust keep on good terms with the authorities.”“But once again, that gentleman--where is he? What has become o",Dumas
" sad day for me, Motteville.”“But your majesty did not always regard that day as a sad one.”“Why?”“Because three and twenty years ago, on that very day, his presentmajesty, your own glorious son, was born at the very same hour.”The queen uttered a loud cry, buried her face in her hands, and seemedutterly prostrated for some minutes; but whether from recollectionswhich arose in her mind, or from reflection, or even with sheer pain,was doubtful. La Molina darted a look at Madame de Motteville, so fullof bitter reproach, that the poor woman, perfectly ignorant ofits meaning, was in her own exculp",Dumas
" however, enveloped in ahaze, a veil of mystery. The actors in this assembly seemed to swim inthe vapors of a confused waking. Suddenly Louis XIV., more impatient andmore accustomed to command, ran to one of the shutters, which he opened,tearing the curtains in his eagerness. A flood of living light enteredthe chamber, and made Philippe draw back to the alcove. Louis seizedupon this movement with eagerness, and addressing himself to the queen:“My mother,” said he, “do you not acknowledge your son, since every onehere has forgotten his king!” Anne of Austria started, and raised herarms towards",Dumas
" begun toperceive distinctly a few of the cottages of the sailors and fishermenspread over the little quay of this humble port, when, all at once,D’Artagnan cried out,--""God pardon me, there is a house on fire!""Monk raised his eyes, and perceived there was, in fact, a house whichthe flames were beginning to devour. It had begun at a little shedbelonging to the house, the roof of which had caught. The fresh eveningbreeze agitated the fire. The two travelers quickened their steps,hearing loud cries, and seeing, as they drew nearer, soldiers with theirglittering arms pointed towards the house on ",Dumas
" thought proper to wearyour diamond studs, when you know it would give me so muchgratification?”The queen cast a glance around her, and saw the cardinal behind, with adiabolical smile on his countenance.“Sire,” replied the queen, with a faltering voice, “because, in themidst of such a crowd as this, I feared some accident might happen tothem.”“And you were wrong, madame. If I made you that present it was that youmight adorn yourself therewith. I tell you that you were wrong.”The voice of the king was tremulous with anger. Everybody looked andlistened with astonishment, comprehending nothing o",Dumas
" him to your care. In watching over him,you are holding both our souls in your hands.”“I must go; my horse is all in a fret,” said D’Artagnan, with whomthe most manifest sign of a lively emotion was the change of ideasin conversation. “Come, comte, how many days longer has Raoul to stayhere?”“Three days at most.”“And how long will it take you to reach home?”“Oh! a considerable time,” replied Athos. “I shall not like the ideaof being separated too quickly from Raoul. Time will travel too fastof itself to require me to aid it by distance. I shall only makehalf-stages.”“And why so, my frie",Dumas
" is that?”“That lost time is irreparable, and one never arranges an affair so wellas when everything has been done to embroil the disputants as much aspossible.”“Ah! indeed, is that the principle on which you proceed?”“Precisely; so, as soon as a quarrel takes place, I bring the twoparties together.”“Exactly.”“You understand that by this means it is impossible for an affair not tobe arranged.”“I should have thought that, treated in this manner, an affair would, onthe contrary--”“Oh! not the least in the world. Just fancy, now, I have had in my lifesomething like a hundred and eigh",Dumas
" consequently my cousin; you come from Noyon, in Picardy; youhave several lawsuits and no attorney. Can you recollect all that?”“Perfectly, madame.”“Come at dinnertime.”“Very well.”“And be upon your guard before my husband, who is rather shrewd,notwithstanding his seventy-six years.”“Seventy-six years! PESTE! That’s a fine age!” replied Porthos.“A great age, you mean, Monsieur Porthos. Yes, the poor man may beexpected to leave me a widow, any hour,” continued she, throwing asignificant glance at Porthos. “Fortunately, by our marriage contract,the survivor takes everything.”“All?”“Yes, all.”",Dumas
" he threw away his hat, his coat, whichembarrassed him, and then the sheath of his sword, which got between hislegs as he was running. The sword in his hand itself became too heavy,and he threw it after the sheath. The white horse began to rattle inits throat; D’Artagnan gained upon him. From a trot the exhausted animalsunk to a staggering walk--the foam from his mouth was mixed with blood.D’Artagnan made a desperate effort, sprang towards Fouquet, and seizedhim by the leg, saying in a broken, breathless voice, “I arrest you inthe king’s name! blow my brains out, if you like; we have bot",Dumas
" is too pure for me to make a secret of it toany one, and with still greater reason to your royal highness, whosekindness towards me has been so extreme. It is Mademoiselle Louise de laValliere.”Madame could not restrain an exclamation, in which a feelingstronger than surprise might have been detected. “Ah!” she said, “LaValliere--she who yesterday--” she paused, and then continued, “she whowas taken ill, I believe.”“Yes, Madame; it was only this morning that I heard of the accident thathad befallen her.”“Did you see her before you came to me?”“I had the honor of taking leave of her.”“And you ",Dumas
" thousand livres insteadof five thousand?""""Yes, monsieur.""""And what for?""""In order to spare me three visits to the money-chest of thesuperintendent, so that I have the twenty thousand livres in my pocketin good new coin. You see, then, that I am able to go away withoutstanding in need of you, having come here only for form’s sake."" AndD’Artagnan slapped his hand upon his pocket, with a laugh whichdisclosed to Colbert thirty-two magnificent teeth, as white as teeth oftwenty-five years old, and which seemed to say in their language: ""Serveup to us thirty-two little Colberts, and we will che",Dumas
" to lead the horses to the little streetJean-Beausire, so as to give rise to less suspicion, and himself withhis piercing gaze watched for the exit either of D’Artagnan or thecarriage. Nor had he decided wrongly; for twenty minutes had not elapsedbefore the gate reopened and the carriage reappeared. A dazzling ofthe eyes prevented Raoul from distinguishing what figures occupied theinterior. Grimaud averred that he had seen two persons, and that one ofthem was his master. Porthos kept looking at Raoul and Grimaud by turns,in the hope of understanding their idea.“It is clear,” said Grimaud,",Dumas
" quietly asked the musketeer. “A rebel, in the eyes of the king, is aman who not only allows himself to be shut up in the Bastile, but stillmore, who opposes those who do not wish to take him there.”“Who do not wish to take him there!” exclaimed the king. “What do yousay, captain! Are you mad?”“I believe not, sire.”“You speak of persons who did not wish to arrest M. de la Fere! Who arethose persons, may I ask?”“I should say those whom your majesty intrusted with that duty.”“But it was you whom I intrusted with it,” exclaimed the king.“Yes, sire; it was I.”“And yet you say that, despite my ord",Dumas
" that is to say, to the greatest ormost beautiful queens whom the world has seen.But Rosa had forbidden it under pain of not returning; Rosa hadforbidden the least mention of the tulip for three days. That meantseventy-two hours given to the lover to be sure; but it was seventy-twohours stolen from the horticulturist.There was one consolation: of the seventy-two hours during whichRosa would not allow the tulip to be mentioned, thirty-six had passedalready; and the remaining thirty-six would pass quickly enough:eighteen with waiting for the evening’s interview, and eighteen withrejoicing i",Dumas
" you were not the captainof the musketeers at that time, Monsieur d’Artagnan.” [7]“And you were nothing but under-corporal of the tiercelets,” repliedD’Artagnan, laughing. “Never mind that, it was a good time, seeingthat it is always a good time when we are young. Good day, monsieur thekeeper of the harriers.”“You do me honor, monsieur le comte,” said the latter. D’Artagnan madeno reply. The title of comte had hardly struck him; D’Artagnan had beena comte four years.“Are you not very much fatigued with the long journey you have taken,monsieur le capitaine?” continued the falconer. “It must b",Dumas
" excessive bravery, “that we could havefound some retired place on the downs or the seashore.”“Where we should have been seen all four conferring together, so that atthe end of a quarter of an hour the cardinal would have been informed byhis spies that we were holding a council.”“Yes,” said Aramis, “Athos is right: ANIMADVERTUNTUR IN DESERTIS.”“A desert would not have been amiss,” said Porthos; “but it behooved usto find it.”“There is no desert where a bird cannot pass over one’s head, where afish cannot leap out of the water, where a rabbit cannot come out of itsburrow, and I believe that bi",Dumas
" he went out dressed as a cavalier,and returned attired as a monk.“Ah! is it you?” cried he.Chicot gave him a crown, and asked for Gorenflot.The host smiled, and said, “Look!”Brother Gorenflot lay snoring just in the place where Chicot hadleft him.CHAPTER XXII.HOW M. AND MADAME DE ST. LUC MET WITH A TRAVELING COMPANION.The next morning, about the time when Gorenflot woke from his nap,warmly rolled in his frock, our reader, if he had been travelingon the road from Paris to Angers, might have seen a gentlemanand his page, riding quietly side by side. These cavaliers hadarrived at Chartres the ",Dumas
" repeated the others.“Well, gentlemen,” cried the duke.“Monseigneur,” stammered D’Epernon, “it was a joke; forgive us.”“Monseigneur,” said D’O, “we did not dream of meeting your highnesshere!”“A joke!” said the duke; “you have an odd manner of joking, M.d’Epernon. Since it was not intended for me, whom did your jestmenace?”“Monseigneur,” said Schomberg; “we saw St. Luc quit the HôtelMontmorency and come this way; it seemed strange to us, and wewished to see what took him out on his wedding night.”“M. de St. Luc--you took me for him?”“Yes, monseigneur.”“M. de St. Luc is a head taller then I",Dumas
" twobrothers exchanged an ironical smile.CHAPTER XXI.HOW CHICOT LEARNED GENEALOGY.When the Duc d’Anjou was gone, and had been followed by all theothers, the three Guises entered the vestry. Chicot, thinkingof course this was the end, got up to stretch his limbs, andthen, as it was nearly two o’clock, once more disposed himselfto sleep.But to his great astonishment, the three brothers almost immediatelycame back again, only this time without their frocks. On seeingthem appear, the lad burst into so hearty a fit of laughing,that Chicot could hardly help laughing also.“Do not laugh so loud, siste",Dumas
" what Monsieur deTreville will think of this insult offered to his protege.’”“Monsieur de Treville?” said the stranger, becoming attentive, “he puthis hand upon his pocket while pronouncing the name of Monsieur deTreville? Now, my dear host, while your young man was insensible, youdid not fail, I am quite sure, to ascertain what that pocket contained.What was there in it?”“A letter addressed to Monsieur de Treville, captain of the Musketeers.”“Indeed!”“Exactly as I have the honor to tell your Excellency.”The host, who was not endowed with great perspicacity, did not observethe expression which",Dumas
" a wrongful affection tothe king when the truth is, we can offer nothing to each other, exceptabsolute sympathy, free from mental reservation?”“Yes, yes,” said the king, hesitatingly. “But other things may still besaid of us.”“What can be said, sire? shall we never be left in tranquillity?”“People will say I am deficient in taste; but what is my self-respect incomparison with your tranquillity?”“In comparison with my honor, sire, and that of our family, you mean.Besides, I beg you to attend, do not be so hastily prejudiced against LaValliere. She is slightly lame, it is true, but she is no",Dumas
" park.” He found the ladies of thecourt were already there. The king, we have before observed, had won athousand pistoles, and had put them in his pocket; but M. Fouquet hadsomehow contrived to lose ten thousand, so that among the courtiersthere was still left a hundred and ninety thousand francs’ profit todivide, a circumstance which made the countenances of the courtiers andthe officers of the king’s household the most joyous countenances inthe world. It was not the same, however, with the king’s face; for,notwithstanding his success at play, to which he was by no meansinsensible, there s",Dumas
" that--he beats in walls. Lately, after havingsupped with one of our farmers--you know how popular and kindmonseigneur is--after supper, as a joke, he struck the wall a blow. Thewall crumbled away beneath his hand, the roof fell in, and three men andan old woman were stifled.""""Good God, Mousqueton! And your master?""""Oh, monseigneur, a little skin was rubbed off his head. We bathed thewounds with some water which the monks gave us. But there was nothingthe matter with his hand.""""Nothing?""""No, nothing, monsieur.""""Deuce take the Olympic pleasures! They must cost your master too dear;for widow",Dumas
" leaving the scaffold Aramis had approached the opening whereAthos was concealed to tell him that he was about to make an attempt togain another interview with the king.“Adieu, then, and be of good courage,” said Athos. “Report to the kingthe condition of affairs. Say to him that when he is alone it will helpus if he will knock on the floor, for then I can continue my work insafety. Try, Aramis, to keep near the king. Speak loud, very loud, forthey will be listening at the door. If there is a sentinel within theapartment, kill him without hesitation. If there are two, let Parry killone and ",Dumas
